,Date,Source,Merchant,Site,Discount
1210,2021-09-24,Rakuten,Harvey's Lake Tahoe,harveyslaketahoe.com,0.025
1211,2021-09-24,Rakuten,Hatch,hatch-co.com,0.03
1212,2021-09-24,Rakuten,HATCH,hatchcollection.com,0.04
1213,2021-09-24,Rakuten,Hatley,hatley.com,0.02
1214,2021-09-24,Rakuten,Hats.com,hats.com,0.05
1215,2021-09-24,Rakuten,Havaianas,havaianas.com,0.04
1216,2021-09-24,Rakuten,Havenly,havenly.com,2.5
1217,2021-09-24,Rakuten,Hawaiian Airlines,hawaiianairlines.com,3.0
1218,2021-09-24,Rakuten,Hawes & Curtis,hawesandcurtis.com,0.04
1219,2021-09-24,Rakuten,Hawthorne,hawthorne-co.com,0.05
1220,2021-09-24,Rakuten,Hayneedle,hayneedle.com,
1221,2021-09-24,Rakuten,HBO Max,hbomax.com,16.0
1222,2021-09-24,Rakuten,HBX,hbx.com,0.03
1223,2021-09-24,Rakuten,Headout,headout.com,0.01
1224,2021-09-24,Rakuten,Health-Ade,health-ade.com,0.025
1225,2021-09-24,Rakuten,Healthy Directions,healthydirections.com,0.04
1226,2021-09-24,Rakuten,HealthyPets,healthypets.com,0.03
1227,2021-09-24,Rakuten,HearthSong,hearthsong.com,0.04
1228,2021-09-24,Rakuten,Heartland America,heartlandamerica.com,0.02
1229,2021-09-24,Rakuten,Heartland Vet Supply,heartlandvetsupply.com,0.03
1230,2021-09-24,Rakuten,Heat Holders,heatholders.com,0.015
1231,2021-09-24,Rakuten,Heist Studios,heist-studios.com,0.025
1232,2021-09-24,Rakuten,Hello Bello,hellobello.com,0.055
1233,2021-09-24,Rakuten,Hello Molly,hellomolly.com,0.025
1234,2021-09-24,Rakuten,HelloFresh,hellofresh.com,10.0
1235,2021-09-24,Rakuten,HELM,helmboots.com,0.025
1236,2021-09-24,Rakuten,Helmm,helmm.com,0.05
1237,2021-09-24,Rakuten,Helmut Lang,helmutlang.com,0.03
1238,2021-09-24,Rakuten,Helzberg Diamonds,helzberg.com,0.03
1239,2021-09-24,Rakuten,Hemp Bombs,hempbombs.com,0.1
1240,2021-09-24,Rakuten,Henry Rose,henryrose.com,0.03
1241,2021-09-24,Rakuten,Herbal Dynamics Beauty,herbaldynamicsbeauty.com,0.09
1242,2021-09-24,Rakuten,Herbivore,herbivorebotanicals.com,0.03
1243,2021-09-24,Rakuten,Herman Miller,hermanmiller.com,
1244,2021-09-24,Rakuten,HerRoom,herroom.com,0.04
1245,2021-09-24,Rakuten,Hers,hers.com,5.0
1246,2021-09-24,Rakuten,Herschel Supply Co.,herschel.com,0.03
1247,2021-09-24,Rakuten,Hertz,hertz.com,0.025
1248,2021-09-24,Rakuten,Herve Leger,herveleger.com,0.03
1249,2021-09-24,Rakuten,Heshi,heshiwear.com,0.1
1250,2021-09-24,Rakuten,HexClad Cookware,hexclad.com,0.03
1251,2021-09-24,Rakuten,Hey Honey,heyhoney.com,0.075
1252,2021-09-24,Rakuten,Hickory Farms,hickoryfarms.com,0.025
1253,2021-09-24,Rakuten,High Sierra,highsierra.com,0.025
1254,2021-09-24,Rakuten,Highlights,highlights.com,0.075
1255,2021-09-24,Rakuten,Hilton,hilton.com,0.025
1256,2021-09-24,Rakuten,Hilton – Points.com,hiltonpoints.com,0.0125
1257,2021-09-24,Rakuten,Hims,hims.com,5.0
1258,2021-09-24,Rakuten,hint,drinkhint.com,0.04
1259,2021-09-24,Rakuten,Hips & Curves,hipsandcurves.com,0.025
1260,2021-09-24,Rakuten,HisRoom,hisroom.com,0.04
1261,2021-09-24,Rakuten,Hobbs,hobbs-co-uk.com,0.01
1262,2021-09-24,Rakuten,Hobby Lobby,hobbylobby.com,0.02
1263,2021-09-24,Rakuten,HOBO,hobobags.com,0.03
1264,2021-09-24,Rakuten,HockeyMonkey.com,hockeymonkey.com,0.01
1265,2021-09-24,Rakuten,Hoka One One,hokaoneone.com,0.04
1266,2021-09-24,Rakuten,Holabird Sports,holabirdsports.com,0.025
1267,2021-09-24,Rakuten,Holiday Autos,holidayautos.com,0.025
1268,2021-09-24,Rakuten,Holiday Inn by IHG,holidayinn.com,0.03
1269,2021-09-24,Rakuten,Holiday Inn Club Vacations by IHG,holidayinnclubvacations.com,0.03
1270,2021-09-24,Rakuten,Holiday Inn Express by IHG,holidayinnexpress.com,0.03
1271,2021-09-24,Rakuten,Holly and Beau,hollyandbeau.com,0.05
1272,2021-09-24,Rakuten,HollywoodMemorabilia.com,hollywoodmemorabilia.com,0.015
1273,2021-09-24,Rakuten,HOMAGE,homage.com,0.025
1274,2021-09-24,Rakuten,Home & Villas by Marriott,homes-and-villas.marriott.com,0.015
1275,2021-09-24,Rakuten,Home Chef,homechef.com,10.0
1276,2021-09-24,Rakuten,Home Depot,homedepot.com,
1277,2021-09-24,Rakuten,HomeAway,homeaway.com,
1278,2021-09-24,Rakuten,Homer,learnwithhomer.com,0.175
1279,2021-09-24,Rakuten,Homesick Candles,homesickcandles.com,0.03
1280,2021-09-24,Rakuten,The Honest Bison,thehonestbison.com,0.03
1281,2021-09-24,Rakuten,The Honest Company,thehonestcompany.com,0.01
1282,2021-09-24,Rakuten,Honeywell PPE,ppe-honeywell.com,0.05
1283,2021-09-24,Rakuten,Horchow,horchow.com,0.02
1284,2021-09-24,Rakuten,Horizon Fitness,horizonfitness.com,0.025
1285,2021-09-24,Rakuten,HORNE,horne.com,0.055
1286,2021-09-24,Rakuten,HorseLoverZ.com,horseloverz.com,0.025
1287,2021-09-24,Rakuten,HostGator,hostgator.com,30.0
1288,2021-09-24,Rakuten,Hostinger,hostinger.com,0.05
1289,2021-09-24,Rakuten,Hot Shot's Secret,hotshotsecret.com,0.04
1290,2021-09-24,Rakuten,Hot Sox,hotsox.com,0.04
1291,2021-09-24,Rakuten,Hot Topic,hottopic.com,0.01
1292,2021-09-24,Rakuten,Hotel Chocolat,us-hotelchocolat.com,0.035
1293,2021-09-24,Rakuten,Hotel Indigo by IHG,hotelindigo.com,0.03
1294,2021-09-24,Rakuten,Hotels.com,hotels.com,0.01
1295,2021-09-24,Rakuten,HotelsCombined,hotelscombined.com,0.0375
1296,2021-09-24,Rakuten,HotelTonight,hoteltonight.com,0.02
1297,2021-09-24,Rakuten,HotelTravelClub.com,hoteltravelclub.com,0.1
1298,2021-09-24,Rakuten,Hotspot Shield VPN,hotspotshield.com,0.2
1299,2021-09-24,Rakuten,Hotter Shoes,hottershoes.com,0.05
1300,2021-09-24,Rakuten,Hotwire,hotwire.com,0.05
1301,2021-09-24,Rakuten,The House,the-house.com,0.045
1302,2021-09-24,Rakuten,Houzz,houzz.com,
1303,2021-09-24,Rakuten,HP.com,hp.com,0.01
1304,2021-09-24,Rakuten,HSAstore.com,hsastore.com,0.02
1305,2021-09-24,Rakuten,HSN,hsn.com,0.05
1306,2021-09-24,Rakuten,HTC Vive,vive.com,0.02
1307,2021-09-24,Rakuten,HU Chocolate,hukitchen.com,0.05
1308,2021-09-24,Rakuten,Huda Beauty,hudabeauty.com,0.025
1309,2021-09-24,Rakuten,Hudson Jeans,hudsonjeans.com,0.04
1310,2021-09-24,Rakuten,HUE,hue.com,0.05
1311,2021-09-24,Rakuten,Hugo Boss,hugoboss.com,0.05
1312,2021-09-24,Rakuten,Hulu,hulu.com,1.0
1313,2021-09-24,Rakuten,Humble Bundle,humblebundle.com,0.04
1314,2021-09-24,Rakuten,The Hungry JPEG,thehungryjpeg.com,0.025
1315,2021-09-24,Rakuten,Hungryroot,hungryroot.com,7.5
1316,2021-09-24,Rakuten,Hunter Boots,hunterboots.com,0.02
1317,2021-09-24,Rakuten,Hurley,hurley.com,0.075
1318,2021-09-24,Rakuten,Hush Puppies,hushpuppies.com,0.035
1319,2021-09-24,Rakuten,Hydro Flask,hydroflask.com,0.02
1320,2021-09-24,Rakuten,Hydrow,hydrow.com,0.04
1321,2021-09-24,Rakuten,HYLETE,hylete.com,0.04
1322,2021-09-24,Rakuten,HYPER,hypershop.com,0.04
1323,2021-09-24,Rakuten,i-Blason,i-blason.com,0.055
1324,2021-09-24,Rakuten,Ice Rings,icerings.com,0.025
1325,2021-09-24,Rakuten,icebreaker,icebreaker.com,0.03
1326,2021-09-24,Rakuten,Icing,icing.com,0.04
1327,2021-09-24,Rakuten,IdealFit,idealfit.com,0.04
1328,2021-09-24,Rakuten,IDLE Sleep,idlesleep.com,0.075
1329,2021-09-24,Rakuten,IFCHIC,ifchic.com,0.02
1330,2021-09-24,Rakuten,IGK Hair,igkhair.com,0.04
1331,2021-09-24,Rakuten,Igloo,igloocoolers.com,0.03
1332,2021-09-24,Rakuten,iHerb,iherb.com,0.04
1333,2021-09-24,Rakuten,IHG Hotels & Resorts,ihg.com,0.03
1334,2021-09-24,Rakuten,Illamasqua,us-illamasqua.com,0.035
1335,2021-09-24,Rakuten,illesteva,illesteva.com,0.075
1336,2021-09-24,Rakuten,illy,illy.com,0.04
1337,2021-09-24,Rakuten,ILoveDooney,iloveddooney.com,0.05
1338,2021-09-24,Rakuten,IMAGE Skincare,imageskincare.com,0.06
1339,2021-09-24,Rakuten,Imperfect Foods,imperfectfoods.com,
1340,2021-09-24,Rakuten,imPress,impressmanicure.com,0.05
1341,2021-09-24,Rakuten,In Common Beauty,incommonbeauty.com,0.1
1342,2021-09-24,Rakuten,In The Style,inthestyle.com,0.05
1343,2021-09-24,Rakuten,In The Swim,intheswim.com,0.03
1344,2021-09-24,Rakuten,Incase,incase.com,0.01
1345,2021-09-24,Rakuten,Incipio,incipio.com,0.02
1346,2021-09-24,Rakuten,Indochino,indochino.com,0.01
1347,2021-09-24,Rakuten,Industry West,industrywest.com,0.03
1348,2021-09-24,Rakuten,InfiniteAloe,infinitealoe.com,0.05
1349,2021-09-24,Rakuten,Infinity Beer Pong,infinitybeerpong.com,0.05
1350,2021-09-24,Rakuten,Influence U,influenceu.com,0.06
1351,2021-09-24,Rakuten,The Information,theinformation.com,25.0
1352,2021-09-24,Rakuten,Ingrid & Isabel,ingridandisabel.com,0.02
1353,2021-09-24,Rakuten,inkbox,inkbox.com,
1354,2021-09-24,Rakuten,InkCartridges,inkcartridges.com,0.09
1355,2021-09-24,Rakuten,Inkkas,inkkas.com,0.05
1356,2021-09-24,Rakuten,Inline Skates,inlineskates.com,
1357,2021-09-24,Rakuten,INNOVO,myinnovo.com,0.03
1358,2021-09-24,Rakuten,InsideTracker,insidetracker.com,0.055
1359,2021-09-24,Rakuten,Insomniac,insomniacshop.com,0.05
1360,2021-09-24,Rakuten,Inspire Uplift,inspireuplift.com,0.03
1361,2021-09-24,Rakuten,Insta Slim,instaslim.com,0.05
1362,2021-09-24,Rakuten,Instacart,instacart.com,0.01
1363,2021-09-24,Rakuten,Instant,instanthome.com,0.03
1364,2021-09-24,Rakuten,InStyler,instyler.com,0.03
1365,2021-09-24,Rakuten,INTELLIbed,intellibed.com,0.04
1366,2021-09-24,Rakuten,InterContinental Hotels and Resorts by IHG,intercontinentalhotelsandresorts.com,0.03
1367,2021-09-24,Rakuten,INTERMIX,intermix.com,0.04
1368,2021-09-24,Rakuten,International Open Academy,internationalopenacademy.com,0.1
1369,2021-09-24,Rakuten,International Tool,internationaltool.com,0.04
1370,2021-09-24,Rakuten,Intimina,intimina.com,0.05
1371,2021-09-24,Rakuten,Intimissimi,intimissimi.com,0.035
1372,2021-09-24,Rakuten,INTO THE AM,intotheam.com,0.05
1373,2021-09-24,Rakuten,Intuit QuickBooks Desktop,intuitquickbooksdesktop.com,
1374,2021-09-24,Rakuten,Intuit QuickBooks Online,intuitquickbooksonline.com,5.0
1375,2021-09-24,Rakuten,Intuit QuickBooks Payroll,intuitonlinepayroll.com,5.0
1376,2021-09-24,Rakuten,Intuit Quickbooks Self Employed,intuitquickbooksselfemployed.com,
1377,2021-09-24,Rakuten,iolo technologies,iolotechnologies.com,0.1
1378,2021-09-24,Rakuten,iPage Web Hosting,ipagewebhosting.com,20.0
1379,2021-09-24,Rakuten,IRO,iroparis.com,0.05
1380,2021-09-24,Rakuten,iRobot,irobot.com,0.02
1381,2021-09-24,Rakuten,ISA Professional,isa-professional.com,0.05
1382,2021-09-24,Rakuten,Isotonix,isotonix.com,0.02
1383,2021-09-24,Rakuten,IT Cosmetics,itcosmetics.com,0.04
1384,2021-09-24,Rakuten,italist.com,italist.com,0.025
1385,2021-09-24,Rakuten,Ivory Ella,ivoryella.com,0.04
1386,2021-09-24,Rakuten,IZOD,izod-partnerbrands.com,0.03
1387,2021-09-24,Rakuten,J&P Cycles,jpcycles.com,
1388,2021-09-24,Rakuten,J.Crew,jcrew.com,0.05
1389,2021-09-24,Rakuten,J.Crew Factory,jcrewfactory.com,0.015
1390,2021-09-24,Rakuten,J.Jill,jjill.com,0.015
1391,2021-09-24,Rakuten,J.McLaughlin,jmclaughlin.com,0.05
1392,2021-09-24,Rakuten,J.R. Dunn Jewelers,jrdunn.com,0.01
1393,2021-09-24,Rakuten,Jabra,jabra.com,
1394,2021-09-24,Rakuten,Jacadi,jacadi.com,0.04
1395,2021-09-24,Rakuten,Jachs NY,jachsny.com,0.03
1396,2021-09-24,Rakuten,Jack Rogers,jackrogersusa.com,0.015
1397,2021-09-24,Rakuten,Jack Spade,jack-spade.com,
1398,2021-09-24,Rakuten,Jack Wills,jackwills.com,0.035
1399,2021-09-24,Rakuten,Jack Wolfskin,jackwolfskin.com,0.035
1400,2021-09-24,Rakuten,JackRabbit,jackrabbit.com,0.04
1401,2021-09-24,Rakuten,Jackson Galaxy,jacksongalaxy.com,0.04
1402,2021-09-24,Rakuten,Jambu & Co,jambu.com,0.05
1403,2021-09-24,Rakuten,James Perse,jamesperse.com,0.01
1404,2021-09-24,Rakuten,Jane.com,jane.com,0.01
1405,2021-09-24,Rakuten,Janie and Jack,janieandjack.com,0.02
1406,2021-09-24,Rakuten,JanSport,jansport.com,0.04
1407,2021-09-24,Rakuten,Jared - The Galleria of Jewelry,jaredthegalleriaofjewelry.com,0.03
1408,2021-09-24,Rakuten,Java Sok,javasok.com,0.075
1409,2021-09-24,Rakuten,Jaxon Lane,jaxonlane.com,0.04
1410,2021-09-24,Rakuten,Jayson Home,jaysonhome.com,0.03
1411,2021-09-24,Rakuten,JBL,jbl.com,0.03
1412,2021-09-24,Rakuten,JCPenney,jcpenney.com,0.06
1413,2021-09-24,Rakuten,JD Sports,jdsports.com,0.1
1414,2021-09-24,Rakuten,JEGS,jegs.com,0.01
1415,2021-09-24,Rakuten,Jelly Belly,jellybelly.com,0.025
1416,2021-09-24,Rakuten,Jennifer Behr,jenniferbehr.com,0.035
1417,2021-09-24,Rakuten,Jenny Bird,jenny-bird.com,0.025
1418,2021-09-24,Rakuten,Jessica London,jessicalondon.com,
1419,2021-09-24,Rakuten,JetBlue Vacations,jetbluevacations.com,0.01
1420,2021-09-24,Rakuten,Jetson,wearejetson.com,0.1
1421,2021-09-24,Rakuten,Jewel Osco,jewelosco.com,0.01
1422,2021-09-24,Rakuten,Jewelry Affairs,jewelryaffairs.com,0.075
1423,2021-09-24,Rakuten,Jimmy Choo,jimmychoo.com,0.02
1424,2021-09-24,Rakuten,Jimmy Jazz,jimmyjazz.com,0.02
1425,2021-09-24,Rakuten,Jimmyjane,jimmyjane.com,0.06
1426,2021-09-24,Rakuten,JINsoon,jinsoon.com,0.05
1427,2021-09-24,Rakuten,JLab Audio,jlabaudio.com,0.05
1428,2021-09-24,Rakuten,Jo Malone London,jomalone.com,0.03
1429,2021-09-24,Rakuten,JOAH,joahbeauty.com,0.05
1430,2021-09-24,Rakuten,joann.com,joann.com,
1431,2021-09-24,Rakuten,Jockey,jockey.com,0.04
1432,2021-09-24,Rakuten,Joe Fresh,joefresh.com,0.01
1433,2021-09-24,Rakuten,JOE'S Jeans,joesjeans.com,
1434,2021-09-24,Rakuten,Joe's New Balance Outlet,joesnewbalanceoutlet.com,0.015
1435,2021-09-24,Rakuten,John Elliott,johnelliott.com,0.01
1436,2021-09-24,Rakuten,John Hardy,johnhardy.com,0.035
1437,2021-09-24,Rakuten,John Robshaw,johnrobshaw.com,0.025
1438,2021-09-24,Rakuten,Johnnie-O,johnnie-o.com,0.04
1439,2021-09-24,Rakuten,Johnston & Murphy,johnstonmurphy.com,0.035
1440,2021-09-24,Rakuten,Johnston & Murphy Factory,johnstonmurphyfactory.com,
1441,2021-09-24,Rakuten,Joie,joie.com,0.05
1442,2021-09-24,Rakuten,Joie de Viv,joiedeviv.com,0.035
1443,2021-09-24,Rakuten,Jonathan Adler,jonathanadler.com,0.02
1444,2021-09-24,Rakuten,Jos. A. Bank,josabank.com,0.025
1445,2021-09-24,Rakuten,JOSEPH,joseph-fashion.com,0.03
1446,2021-09-24,Rakuten,Joules,joules.com,0.035
1447,2021-09-24,Rakuten,Journeys,journeys.com,0.02
1448,2021-09-24,Rakuten,Joybuy,joybuy.com,0.015
1449,2021-09-24,Rakuten,Joylux,joylux.com,0.025
1450,2021-09-24,Rakuten,JTV Jewelry,jtv.com,0.02
1451,2021-09-24,Rakuten,Judith March,judithmarch.com,0.05
1452,2021-09-24,Rakuten,Juice Beauty,juicebeauty.com,0.05
1453,2021-09-24,Rakuten,Juicy Couture Beauty,juicycouturebeauty.com,0.075
1454,2021-09-24,Rakuten,JuJuBe,jujube.com,0.03
1455,2021-09-24,Rakuten,Julep,julep.com,0.04
1456,2021-09-24,Rakuten,JumpSport,jumpsport.com,0.025
1457,2021-09-24,Rakuten,JURA,shopjura.com,0.02
1458,2021-09-24,Rakuten,Jurlique,jurlique.com,0.04
1459,2021-09-24,Rakuten,Just Food for Dogs,justfoodfordogs.com,
1460,2021-09-24,Rakuten,Just My Size,justmysize.com,0.01
1461,2021-09-24,Rakuten,Just Thrive,justthrivehealth.com,0.5
1462,2021-09-24,Rakuten,JustAnswer,justanswer.com,15.0
1463,2021-09-24,Rakuten,JustBlinds.com,justblinds.com,
1464,2021-09-24,Rakuten,Justfly.com,justfly.com,4.0
1465,2021-09-24,Rakuten,Justice,justice.com,0.05
1466,2021-09-24,Rakuten,Juvia's Place,juviasplace.com,0.04
1467,2021-09-24,Rakuten,JW Marriott,jwmarriott.com,0.045
1468,2021-09-24,Rakuten,K-DEER,k-deer.com,0.025
1469,2021-09-24,Rakuten,Kangol,kangol.com,0.05
1470,2021-09-24,Rakuten,Kaplan Test Prep,kaplantestprep.com,0.03
1471,2021-09-24,Rakuten,Kardiel,kardiel.com,0.05
1472,2021-09-24,Rakuten,Karen Kane,karenkane.com,0.04
1473,2021-09-24,Rakuten,Karl Lagerfeld,karl.com,0.015
1474,2021-09-24,Rakuten,Karmaloop,karmaloop.com,0.02
1475,2021-09-24,Rakuten,Kaspersky,usa.kaspersky.com,0.2
1476,2021-09-24,Rakuten,Kassatex,kassatex.com,0.02
1477,2021-09-24,Rakuten,Kate Aspen,kateaspen.com,0.06
1478,2021-09-24,Rakuten,Kate Farms,katefarms.com,0.02
1479,2021-09-24,Rakuten,Kate Somerville,katesomerville.com,0.03
1480,2021-09-24,Rakuten,kate spade new york,katespade.com,0.03
1481,2021-09-24,Rakuten,kate spade surprise,surprise.katespade.com,0.03
1482,2021-09-24,Rakuten,Katin,katinusa.com,0.03
1483,2021-09-24,Rakuten,KaTom,katom.com,0.02
1484,2021-09-24,Rakuten,Katy Perry Collections,katyperrycollections.com,0.05
1485,2021-09-24,Rakuten,Kaufmann Mercantile,kaufmann-mercantile.com,0.04
1486,2021-09-24,Rakuten,Kay Jewelers,kayjewelers.com,0.03
1487,2021-09-24,Rakuten,Kay Outlet,kayoutlet.com,0.03
1488,2021-09-24,Rakuten,Kayak,kayak.com,
1489,2021-09-24,Rakuten,Keds,keds.com,0.05
1490,2021-09-24,Rakuten,Keen Footwear,keenfootwear.com,0.05
1491,2021-09-24,Rakuten,Keeper Security,keepersecurity.com,0.05
1492,2021-09-24,Rakuten,Keetsa,keetsa.com,0.025
1493,2021-09-24,Rakuten,KEH Camera,kehcamera.com,0.01
1494,2021-09-24,Rakuten,KelbyOne,kelbyone.com,0.075
1495,2021-09-24,Rakuten,Kendra Scott,kendrascott.com,0.03
1496,2021-09-24,Rakuten,Kenneth Cole,kennethcole.com,0.02
1497,2021-09-24,Rakuten,Kerastase,kerastase.com,0.06
1498,2021-09-24,Rakuten,Kettle & Fire,kettleandfire.com,0.025
1499,2021-09-24,Rakuten,Keurig,keurig.com,0.02
1500,2021-09-24,Rakuten,Keys Soulcare,keyssoulcare.com,0.05
1501,2021-09-24,Rakuten,kidpik,kidpik.com,0.06
1502,2021-09-24,Rakuten,Kids Discover,kidsdiscover.com,0.03
1503,2021-09-24,Rakuten,Kids Foot Locker,kidsfootlocker.com,0.03
1504,2021-09-24,Rakuten,Kiehl's,kiehls.com,0.08
1505,2021-09-24,Rakuten,Kiko Cosmetics,kikocosmetics.com,0.05
1506,2021-09-24,Rakuten,Kilian Paris,bykilian.com,0.03
1507,2021-09-24,Rakuten,Kin Euphorics,kineuphorics.com,0.025
1508,2021-09-24,Rakuten,KIND,kindsnacks.com,0.025
1509,2021-09-24,Rakuten,Kindred Bravely,kindredbravely.com,0.04
1510,2021-09-24,Rakuten,King Size,kingsizedirect.com,
1511,2021-09-24,Rakuten,Kings Bottle,kingsbottle.com,0.045
1512,2021-09-24,Rakuten,Kipling,kipling.com,0.04
1513,2021-09-24,Rakuten,Kirna Zabête,kirnazabete.com,0.03
1514,2021-09-24,Rakuten,Kiss My Keto,kissmyketo.com,0.05
1515,2021-09-24,Rakuten,KissUSA,kissusa.com,0.05
1516,2021-09-24,Rakuten,Kit and Ace,kitandace.com,0.015
1517,2021-09-24,Rakuten,KitchenAid,kitchenaid.com,0.01
1518,2021-09-24,Rakuten,Kiwi.com,kiwi.com,0.015
1519,2021-09-24,Rakuten,KiwiCo,kiwico.com,0.075
1520,2021-09-24,Rakuten,Kiyonna,kiyonna.com,0.05
1521,2021-09-24,Rakuten,Klean Athlete,shop-kleanathlete.com,0.06
1522,2021-09-24,Rakuten,Klipsch,klipsch.com,0.025
1523,2021-09-24,Rakuten,Klorane USA,kloraneusa.com,0.04
1524,2021-09-24,Rakuten,Kmart.com,kmart.com,
1525,2021-09-24,Rakuten,Knack,knackshops.com,0.01
1526,2021-09-24,Rakuten,Kneipp,kneipp.com,0.04
1527,2021-09-24,Rakuten,Knockaround,knockaround.com,0.02
1528,2021-09-24,Rakuten,The Knot Invitations,theknot.com,0.05
1529,2021-09-24,Rakuten,Koh Gen Do,kohgendocosmetics.com,0.04
1530,2021-09-24,Rakuten,Kohl's,kohls.com,0.01
1531,2021-09-24,Rakuten,Kohler,kohler.com,0.02
1532,2021-09-24,Rakuten,Kole Imports,koleimports.com,0.01
1533,2021-09-24,Rakuten,Kong Box,kongbox.com,11.0
1534,2021-09-24,Rakuten,KonMari,konmari.com,0.02
1535,2021-09-24,Rakuten,KOODING,kooding.com,0.035
1536,2021-09-24,Rakuten,Koolaburra,koolaburra.com,0.045
1537,2021-09-24,Rakuten,The Kooples,thekooples.com,0.03
1538,2021-09-24,Rakuten,KORA Organics,koraorganics.com,0.04
1539,2021-09-24,Rakuten,Koral,koral.com,0.03
1540,2021-09-24,Rakuten,Korean Air,koreanair.com,0.01
1541,2021-09-24,Rakuten,Kori Krill Oil,korikrilloil.com,0.04
1542,2021-09-24,Rakuten,KORRES,korresusa.com,0.06
1543,2021-09-24,Rakuten,Kosterina,kosterina.com,0.035
1544,2021-09-24,Rakuten,Kroger Grocery Delivery and Ship,kroger.com,0.02
1545,2021-09-24,Rakuten,KT Tape,kttape.com,0.025
1546,2021-09-24,Rakuten,KUIU,kuiu.com,0.03
1547,2021-09-24,Rakuten,Kule,kule.com,0.05
1548,2021-09-24,Rakuten,Kurt Geiger Ltd.,kurtgeiger.com,0.075
1549,2021-09-24,Rakuten,Kut from the Kloth,kutfromthekloth.com,0.04
1550,2021-09-24,Rakuten,KVD Vegan Beauty,katvond.com,0.02
1551,2021-09-24,Rakuten,Kylie Cosmetics + Skin,kyliecosmetics.com,0.02
1552,2021-09-24,Rakuten,Kühl,kuhl.com,0.04
1553,2021-09-24,Rakuten,L'Artisan Parfumeur,artisanparfumeur.com,0.02
1554,2021-09-24,Rakuten,L'OCCITANE,loccitane.com,0.03
1555,2021-09-24,Rakuten,L*Space,lspace.com,0.01
1556,2021-09-24,Rakuten,L.K. Bennett,lkbennett.com,
1557,2021-09-24,Rakuten,L.L.Bean,llbean.com,0.02
1558,2021-09-24,Rakuten,La Canadienne,lacanadienneshoes.com,0.02
1559,2021-09-24,Rakuten,La Garconne,lagarconne.com,0.02
1560,2021-09-24,Rakuten,La Mer,lamer.com,0.03
1561,2021-09-24,Rakuten,La Roche-Posay,la-roche-posay.com,0.04
1562,2021-09-24,Rakuten,La-Z-Boy,la-z-boy.com,0.01
1563,2021-09-24,Rakuten,Lab Series for Men,labseriesformen.com,0.04
1564,2021-09-24,Rakuten,LACAUSA,lacausaclothing.com,0.025
1565,2021-09-24,Rakuten,Lacoste,lacoste.com,0.01
1566,2021-09-24,Rakuten,LacrosseMonkey.com,lacrossemonkey.com,0.01
1567,2021-09-24,Rakuten,Ladder,ladder.sport.com,0.25
1568,2021-09-24,Rakuten,Laithwaites Wine,laithwaiteswine.com,20.0
1569,2021-09-24,Rakuten,Lakeside Collection,lakesidecollection.com,0.02
1570,2021-09-24,Rakuten,Lalo,meetlalo.com,0.015
1571,2021-09-24,Rakuten,LAMPS PLUS,lampsplus.com,
1572,2021-09-24,Rakuten,Lancer Skincare,lancerskincare.com,0.025
1573,2021-09-24,Rakuten,Lancome,lancome.com,0.03
1574,2021-09-24,Rakuten,Lands' End,landsend.com,0.04
1575,2021-09-24,Rakuten,Lands' End Business,business-landsend.com,0.04
1576,2021-09-24,Rakuten,Lane Bryant,lanebryant.com,0.02
1577,2021-09-24,Rakuten,Laneige,laneige.com,
1578,2021-09-24,Rakuten,Laplink,laplink.com,0.025
1579,2021-09-24,Rakuten,Lark Adventurewear,larkadventurewear.com,0.045
1580,2021-09-24,Rakuten,LARQ,livelarq.com,0.04
1581,2021-09-24,Rakuten,The Last Coat,thelastcoat.com,0.05
1582,2021-09-24,Rakuten,LastPass,lastpass.com,0.2
1583,2021-09-24,Rakuten,LATHER,lather.com,0.05
1584,2021-09-24,Rakuten,The Laundress,thelaundress.com,0.03
1585,2021-09-24,Rakuten,Laura Geller,laurageller.com,0.04
1586,2021-09-24,Rakuten,Laura Mercier,lauramercier.com,0.025
1587,2021-09-24,Rakuten,Layla,laylasleep.com,0.075
1588,2021-09-24,Rakuten,LazyOne,lazyone.com,0.035
1589,2021-09-24,Rakuten,Leanin' Tree,leanintree.com,0.02
1590,2021-09-24,Rakuten,Learning Resources,learningresources.com,0.04
1591,2021-09-24,Rakuten,Leatherman,leatherman.com,0.025
1592,2021-09-24,Rakuten,Lee Jeans,lee.com,0.02
1593,2021-09-24,Rakuten,Leesa,leesa.com,0.03
1594,2021-09-24,Rakuten,Legion Athletics,legionathletics.com,0.02
1595,2021-09-24,Rakuten,LEGO,lego.com,0.025
1596,2021-09-24,Rakuten,Lehman's,lehmans.com,0.02
1597,2021-09-24,Rakuten,LELO,lelo.com,
1598,2021-09-24,Rakuten,Lenovo,lenovo.com,0.06
1599,2021-09-24,Rakuten,Lensabl,lensabl.com,0.05
1600,2021-09-24,Rakuten,LensCrafters,lenscrafters.com,0.04
1601,2021-09-24,Rakuten,LensDirect.com,lensdirect.com,0.05
1602,2021-09-24,Rakuten,LensesRX,lensesrx.com,0.03
1603,2021-09-24,Rakuten,Lenskart,lenskart-us.com,0.04
1604,2021-09-24,Rakuten,LensPure,lenspure.com,0.04
1605,2021-09-24,Rakuten,LESET,leset.com,0.06
1606,2021-09-24,Rakuten,Leslie's Pool,lesliespool.com,0.025
